course number,course name,credits,prereqs,desc
NURS 330   [WI],"Nursing Research: Methods and Critical Appraisal for Evidence-Based Practice",4.5,"STS 345 [Min Grade: C] and NURS 325 [Min Grade: C]","This course will introduce the student to the theoretical and research bases on which practice is built. Students will examine the knowledge that guides nursing interventions and critique published research reports. The importance of reviewing the nursing literature in order to maintain currency in practice will be addressed. Ethical issues as they relate to research, theory, and practice will be discussed. This is a writing intensive course."
NURS 335,"Genetics and Genomics: Application to Nursing Practice",4.5,"No Prereq","This course focuses on current issues in genetics, genomics, and pharmacogenomics and healthcare. Genetic and genomic influences across the healthcare continuum (health prevention, health promotion, disease management, and personalized medicine) are addressed."
NURS 338,"Introduction to Complementary & Integrative Health",3.0,"No Prereq","This course provides an introduction to the underpinning philosophy and practice of complementary and integrative health (CIH). It presents an evidence-based review of the major categories including: phytomedicine, clinical aromatherapy, mind-body interventions, and the role of spirituality in health and healing. In addition, students explore effective relaxation techniques that help to integrate the mind-body-spirit connection, which support health and well-being."
NURS 340,"Transformational Leadership",4.5,"No Prereq","The purpose of this course is to broaden the Registered Nurse’s scope of knowledge in transformational leadership and how it can be implemented formally and informally in the healthcare setting. Clear communication improves patient outcomes as well as creating a healthier work environment for all providers. These two themes (Communication and Healthy Work Environments) are crucial elements introduced in this course. The course also expands the learner’s skills of self and situational leadership."
NURS 345,"Holistic Self-Care",3.0,"No Prereq","Holistic Self-Care provides students with an A-Z approach to “living” a holistic, balanced life, complete with step-by-step guidelines necessary to incorporate dietary and lifestyle changes and effective stress reduction and stress management techniques to assist in navigating through the common challenges associated with student life and beyond. Students will be required to purchase a "Holistic Student Stress Reduction Kit", complete with specific essential oils, Meditation DVD, and guided stress reduction techniques."
NURS 346,"Health Assessment",6.0,"NURS 325 [Min Grade: C]","This course is designed to assist professional nurses in developing interviewing skills, physical assessment techniques, and preventive health interventions when working with diverse and vulnerable populations."
NURS 350,"Independent Study in Nursing",1.0-3.0,"No Prereq","This is a guided independent study. Students study a subject under the supervision of the nursing faculty member. May be repeated for credit."
NURS 380,"Complex Systems of Care: Technology, Patient Safety & Quality",6.0,"NURS 325 [Min Grade: C]","The course explores potential and actual ethical implications of advances in science and technology and the importance of creating a culture of safety within the healthcare environment. The course provides learners with opportunities to explore and create linkages between technology, cost-effectiveness, safety, quality outcomes and the delivery of care. Course activities promote critical reflection and communication skills needed for learners to become active, effective, and safe members of interdisciplinary care teams."
NURS 407   [WI],"Issues in Aging and Longevity",4.5,"NURS 325 [Min Grade: C] and NURS 330 [Min Grade: C]","This course focuses on current issues in promoting longevity with healthy aging. Current biopsychosocial theories on aging are explored. The multidisciplinary needs of older adults, including relationship challenges, are addressed."
NURS 410,"Pharmacology for Practicing Nurses",5.0,"No Prereq","This course builds upon the practicing nurses’ educational and experiential foundation in pharmacotherapeutics. Course emphasis includes the pharmacokinetics and pharmacodynamics of drug classes commonly encountered by the professional nurse. The interaction between pharmacodynamics and pathophysiology of disease states is analyzed. Critical evaluation of complex safety and interaction issues is developed."
NURS 420,"Health and Illness Concepts III",6.0,"NURS 320 [Min Grade: C] and NURS 321 [Min Grade: C] and NURS 323 [Min Grade: C] and NURS 326 [Min Grade: C] and NURS 328 [Min Grade: C] and NURS 329 [Min Grade: C]","This course will focus on the nursing care, assessment and management of patients with complex healthcare needs related to the constructs of homeostasis, regulation, perfusion, oxygenation, protection, and attributes and role of the nurse."
